attn_cue,left_ob,right_ob,congruent,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,welcome.started,welcome.stopped,text_2.started,text_2.stopped,init_key_resp.keys,init_key_resp.rt,init_key_resp.started,init_key_resp.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,text_5.started,text_5.stopped,block_num,texter.started,texter.stopped,cross.started,cross.stopped,left_star.started,left_star.stopped,right_star.started,right_star.stopped,left_2.started,left_2.stopped,right_2.started,right_2.stopped,key_resp.keys,key_resp.started,key_resp.stopped,Rand Tim,text.started,text.stopped,key_resp.rt,end.started,end.stopped,text_6.started,text_6.stopped,text_7.started,text_7.stopped,participant,session,date,expName,psychopyVersion,frameRate,
left,0.75,1.0,0,0,0,0,0,2,0,2,0,0,1,1,8,,,,,,,,,,,,,,,10s,545.3372616958804,546.3383530150168,546.3303102301434,None,547.3304209839553,556.3722047330812,547.3304209839553,556.3722047330812,556.363516272977,None,556.363516272977,None,space,556.363516272977,None,9.0343,556.8285723850131,None,0.33630109718069434,,,,,,,DEC024,001,2022_Dec_02_1535,2-25_cond_decay_EYE-try,2021.2.3,119.84302726361179,
right,1.0,0.75,0,0,0,0,0,2,0,2,0,0,2,2,1,,,,,,,,,,,,,,,10s,557.9211740777828,558.922322363127,558.9133211029693,None,559.9136548838578,568.5550320651382,559.9136548838578,568.5550320651382,568.547554670833,None,568.547554670833,None,space,568.547554670833,None,8.6406,569.0466209701262,None,0.3751258528791368,,,,,,,DEC024,001,2022_Dec_02_1535,2-25_cond_decay_EYE-try,2021.2.3,119.84302726361179,
right,1.0,0.75,0,0,0,0,0,2,0,2,0,0,3,3,6,,,,,,,,,,,,,,,10s,570.136973220855,571.1382676991634,571.1302217077464,None,572.1308855330572,575.3057892010547,572.1308855330572,575.3057892010547,575.3057892010547,None,575.3057892010547,None,space,575.3057892010547,None,3.1738,575.9377116980031,None,0.5024061328731477,,,,,,,DEC024,001,2022_Dec_02_1535,2-25_cond_decay_EYE-try,2021.2.3,119.84302726361179,
right,1.0,0.75,0,0,0,0,0,2,0,2,0,0,4,4,4,,,,,,,,,,,,,,,10s,577.0295282909647,578.0309659889899,578.0225912467577,None,579.021677615121,580.3890635571443,579.021677615121,580.3890635571443,580.3802763777785,None,580.3802763777785,None,space,580.3802763777785,None,1.3632,580.9705042438582,None,0.461259291972965,,,,,,,DEC024,001,2022_Dec_02_1535,2-25_cond_decay_EYE-try,2021.2.3,119.84302726361179,
left,0.75,1.0,0,0,0,0,0,2,0,2,0,0,5,5,7,,,,,,,,,,,,,,,10s,582.0631107469089,583.0641643968411,583.0560296899639,None,584.0553255509585,590.913843204733,584.0553255509585,590.913843204733,590.9051212118939,None,590.9051212118939,None,space,590.9051212118939,None,6.852,591.4391747619957,None,0.40932476334273815,,,,,,,DEC024,001,2022_Dec_02_1535,2-25_cond_decay_EYE-try,2021.2.3,119.84302726361179,
right,1.0,0.75,0,0,0,0,0,2,0,2,0,0,6,6,9,,,,,,,,,,,,,,,10s,592.5377745931037,593.5390490619466,593.5306106321514,None,594.5302284839563,598.5394578538835,594.5302284839563,598.5394578538835,598.5308036957867,None,598.5308036957867,None,space,598.5308036957867,None,4.0025,599.0721421027556,None,0.41725335270166397,,,,,,,DEC024,001,2022_Dec_02_1535,2-25_cond_decay_EYE-try,2021.2.3,119.84302726361179,
right,0.75,1.0,1,0,0,0,0,2,0,2,0,0,7,7,0,,,,,,,,,,,,,,,10s,600.171124716755,601.17271582596,601.164050207939,None,602.163978649769,608.8892973358743,602.163978649769,608.8892973358743,608.8892973358743,None,608.8892973358743,None,space,608.8892973358743,None,6.7233,609.3964906767942,None,0.37774263275787234,,,,,,,DEC024,001,2022_Dec_02_1535,2-25_cond_decay_EYE-try,2021.2.3,119.84302726361179,
left,1.0,0.75,1,0,0,0,0,2,0,2,0,0,8,8,3,,,,,,,,,,,,,,,10s,610.4879258959554,611.489107248839,611.481059499085,None,612.480332126841,616.9393285978585,612.480332126841,616.9393285978585,616.9307376248762,None,616.9307376248762,None,space,616.9307376248762,None,4.4526,617.4725087140687,None,0.41731728706508875,,,,,,,DEC024,001,2022_Dec_02_1535,2-25_cond_decay_EYE-try,2021.2.3,119.84302726361179,
left,0.75,1.0,0,0,0,0,0,2,0,2,0,0,9,9,5,,,,,,,,,,,,,,,10s,618.5627398667857,619.5646205088124,619.5552980490029,None,620.5556278810836,629.7398861390539,620.5556278810836,629.7398861390539,629.7398861390539,None,629.7398861390539,None,space,629.7398861390539,None,9.1833,630.1970449131913,None,0.32688028505072,,,,,,,DEC024,001,2022_Dec_02_1535,2-25_cond_decay_EYE-try,2021.2.3,119.84302726361179,
left,0.75,1.0,0,0,0,0,0,2,0,2,0,1,0,10,7,,,,,,,,,,,,,,,10s,631.287994815968,632.2893718681298,632.2812442751601,None,633.2811628198251,642.8395202429965,633.2811628198251,642.8395202429965,642.8395202429965,None,642.8395202429965,None,space,642.8395202429965,None,9.5561,643.2982249287888,None,0.3339774738997221,,,,,,,DEC024,001,2022_Dec_02_1535,2-25_cond_decay_EYE-try,2021.2.3,119.84302726361179,
