attn_cue,left_ob,right_ob,congruent,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,welcome.started,welcome.stopped,text_2.started,text_2.stopped,init_key_resp.keys,init_key_resp.rt,init_key_resp.started,init_key_resp.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,text_5.started,text_5.stopped,block_num,texter.started,texter.stopped,cross.started,cross.stopped,left_star.started,left_star.stopped,right_star.started,right_star.stopped,left_2.started,left_2.stopped,right_2.started,right_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Rand Tim,text.started,text.stopped,end.started,end.stopped,text_6.started,text_6.stopped,text_7.started,text_7.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,144.5767856980674,None,144.5767856980674,None,space,4.07099647866562,144.5767856980674,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEC024,001,2022_Dec_02_1638,2-25_cond_decay_EYE-try,2021.2.3,119.30590777686994,
right,1.0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,4,,,,,,,,,148.66847113706172,None,148.66847113706172,None,148.66847113706172,None,3s,152.82648112997413,153.82822521496564,153.81976394122466,None,154.8200986031443,156.51197638409212,154.8200986031443,156.51197638409212,156.51197638409212,None,156.51197638409212,None,space,0.5022867666557431,156.51197638409212,None,1.6913,157.1524209980853,None,,,,,,,DEC024,001,2022_Dec_02_1638,2-25_cond_decay_EYE-try,2021.2.3,119.30590777686994,
right,1.0,0.75,0,0,0,0,0,0,0,0,0,0,1,1,6,,,,,,,,,,,,,,,3s,158.23570831818506,159.2370472610928,159.22770921187475,None,160.22773132985458,161.3028417751193,160.22773132985458,161.3028417751193,161.3028417751193,None,161.3028417751193,None,space,0.45094611775130033,161.3028417751193,None,1.072,161.8783030891791,None,,,,,,,DEC024,001,2022_Dec_02_1638,2-25_cond_decay_EYE-try,2021.2.3,119.30590777686994,
left,1.0,0.75,1,0,0,0,0,0,0,0,0,0,2,2,3,,,,,,,,,,,,,,,3s,162.97695475490764,163.97807216783985,163.9618980619125,None,164.9611012339592,166.4030366372317,164.9611012339592,166.4030366372317,166.4030366372317,None,166.4030366372317,None,space,0.5696987840346992,166.4030366372317,None,1.4372,167.10183231020346,None,,,,,,,DEC024,001,2022_Dec_02_1638,2-25_cond_decay_EYE-try,2021.2.3,119.30590777686994,
left,0.75,1.0,0,0,0,0,0,0,0,0,0,0,3,3,5,,,,,,,,,,,,,,,3s,168.18626239011064,169.186855354812,169.17782735917717,None,170.17780742095783,173.01128246681765,170.17780742095783,173.01128246681765,173.01128246681765,None,173.01128246681765,None,space,0.5094994972459972,173.01128246681765,None,2.8303,173.64531762013212,None,,,,,,,DEC024,001,2022_Dec_02_1638,2-25_cond_decay_EYE-try,2021.2.3,119.30590777686994,
left,0.75,1.0,0,0,0,0,0,0,0,0,0,0,4,4,1,,,,,,,,,,,,,,,3s,174.74358035810292,175.744979491923,175.73678737320006,None,176.73683195514604,178.10388942994177,176.73683195514604,178.10388942994177,178.10388942994177,None,178.10388942994177,None,space,0.4088072283193469,178.10388942994177,None,1.3632,178.64362746523693,None,,,,,,,DEC024,001,2022_Dec_02_1638,2-25_cond_decay_EYE-try,2021.2.3,119.30590777686994,
right,1.0,0.75,0,0,0,0,0,0,0,0,0,0,5,5,8,,,,,,,,,,,,,,,3s,179.73560388805345,180.73710731603205,180.7284888299182,None,181.72831740183756,184.6452776012011,181.72831740183756,184.6452776012011,184.63660509791225,None,184.63660509791225,None,space,0.5525218928232789,184.63660509791225,None,2.9104,185.3187216441147,None,,,,,,,DEC024,001,2022_Dec_02_1638,2-25_cond_decay_EYE-try,2021.2.3,119.30590777686994,
right,1.0,0.75,0,0,0,0,0,0,0,0,0,0,6,6,9,,,,,,,,,,,,,,,3s,186.40300450380892,187.40378020517528,187.39530582586303,None,188.39531437214464,190.12852714490145,188.39531437214464,190.12852714490145,190.12852714490145,None,190.12852714490145,None,space,0.4606187609024346,190.12852714490145,None,1.729,190.7186209759675,None,,,,,,,DEC024,001,2022_Dec_02_1638,2-25_cond_decay_EYE-try,2021.2.3,119.30590777686994,
right,0.75,1.0,1,0,0,0,0,0,0,0,0,0,7,7,0,,,,,,,,,,,,,,,3s,191.8040759009309,192.80368740996346,192.79515118990093,None,193.79466317780316,194.05313405999914,193.79466317780316,194.05313405999914,194.05313405999914,None,194.05313405999914,None,space,0.7533673229627311,194.05313405999914,None,0.2591,194.9351808167994,None,,,,,,,DEC024,001,2022_Dec_02_1638,2-25_cond_decay_EYE-try,2021.2.3,119.30590777686994,
left,0.75,1.0,0,0,0,0,0,0,0,0,0,0,8,8,7,,,,,,,,,,,,,,,3s,196.02791427308694,197.0281269121915,197.02050296217203,None,198.0204950538464,199.2788859498687,198.0204950538464,199.2788859498687,199.27022018423304,None,199.27022018423304,None,space,0.48405670234933496,199.27022018423304,None,1.252,199.87853637896478,None,,,,,,,DEC024,001,2022_Dec_02_1638,2-25_cond_decay_EYE-try,2021.2.3,119.30590777686994,
right,1.0,0.75,0,0,0,0,0,0,0,0,0,0,9,9,2,,,,,,,,,,,,,,,3s,200.97753599006683,201.97854536306113,201.97020281292498,None,202.9701465209946,204.56990434322506,202.9701465209946,204.56990434322506,204.56236678082496,None,204.56236678082496,None,space,0.4348876648582518,204.56236678082496,None,1.5999,205.12783096916974,None,,,,,,,DEC024,001,2022_Dec_02_1638,2-25_cond_decay_EYE-try,2021.2.3,119.30590777686994,
right,1.0,0.75,0,0,0,0,0,0,0,0,0,1,0,10,6,,,,,,,,,,,,,,,3s,206.211074647028,207.21211436809972,207.20376363024116,None,208.2033341648057,209.6870633699,208.2033341648057,209.6870633699,209.67848814325407,None,209.67848814325407,None,space,0.47554651089012623,209.67848814325407,None,1.4774,210.27895613294095,None,,,,,,,DEC024,001,2022_Dec_02_1638,2-25_cond_decay_EYE-try,2021.2.3,119.30590777686994,
left,0.75,1.0,0,0,0,0,0,0,0,0,0,1,1,11,4,,,,,,,,,,,,,,,3s,211.37738614995033,212.3784619839862,212.3703374247998,None,213.370426800102,215.16260992083699,213.370426800102,215.16260992083699,215.15389601886272,None,215.15389601886272,None,space,0.39435260836035013,215.15389601886272,None,1.7867,215.677578182891,None,,,,,,,DEC024,001,2022_Dec_02_1638,2-25_cond_decay_EYE-try,2021.2.3,119.30590777686994,
right,1.0,0.75,0,0,0,0,0,0,0,0,0,1,2,12,9,,,,,,,,,,,,,,,3s,216.76951405685395,217.77029363717884,217.7532686800696,None,218.75335443625227,221.01191400224343,218.75335443625227,221.01191400224343,221.01191400224343,None,221.01191400224343,None,space,0.46718990709632635,221.01191400224343,None,2.2516,221.60416352795437,None,,,,,,,DEC024,001,2022_Dec_02_1638,2-25_cond_decay_EYE-try,2021.2.3,119.30590777686994,
right,0.75,1.0,1,0,0,0,0,0,0,0,0,1,3,13,0,,,,,,,,,,,,,,,3s,222.70294159511104,223.7033701990731,223.69602904981002,None,224.69611286604777,227.3540691351518,224.69611286604777,227.3540691351518,227.3540691351518,None,227.3540691351518,None,space,0.3669500229880214,227.3540691351518,None,2.6577,227.84567796019837,None,,,,,,,DEC024,001,2022_Dec_02_1638,2-25_cond_decay_EYE-try,2021.2.3,119.30590777686994,
left,0.75,1.0,0,0,0,0,0,0,0,0,0,1,4,14,1,,,,,,,,,,,,,,,3s,228.94487663405016,229.94570487784222,229.93725277902558,None,230.93686338094994,231.99516010889784,230.93686338094994,231.99516010889784,231.99516010889784,None,231.99516010889784,None,space,0.5697676157578826,231.99516010889784,None,1.056,232.69383554393426,None,,,,,,,DEC024,001,2022_Dec_02_1638,2-25_cond_decay_EYE-try,2021.2.3,119.30590777686994,
left,1.0,0.75,1,0,0,0,0,0,0,0,0,1,5,15,3,,,,,,,,,,,,,,,3s,233.78599751694128,234.7877993308939,234.77925410494208,None,235.778536174912,238.42125793313608,235.778536174912,238.42125793313608,238.42125793313608,None,238.42125793313608,None,space,0.36918907426297665,238.42125793313608,None,2.6429,238.91987622203305,None,,,,,,,DEC024,001,2022_Dec_02_1638,2-25_cond_decay_EYE-try,2021.2.3,119.30590777686994,
left,0.75,1.0,0,0,0,0,0,0,0,0,0,1,6,16,7,,,,,,,,,,,,,,,3s,240.00465261610225,241.00402857316658,240.9957141140476,None,241.99532116902992,242.50396472914144,241.99532116902992,242.50396472914144,242.50396472914144,None,242.50396472914144,None,space,0.510610044002533,242.50396472914144,None,0.5092,243.14480905095115,None,,,,,,,DEC024,001,2022_Dec_02_1638,2-25_cond_decay_EYE-try,2021.2.3,119.30590777686994,
right,1.0,0.75,0,0,0,0,0,0,0,0,0,1,7,17,2,,,,,,,,,,,,,,,3s,244.24416455300525,245.24620328005403,245.23790998524055,None,246.2378773218952,247.0129483351484,246.2378773218952,247.0129483351484,247.0129483351484,None,247.0129483351484,None,space,0.36006005527451634,247.0129483351484,None,0.7742,247.5030183349736,None,,,,,,,DEC024,001,2022_Dec_02_1638,2-25_cond_decay_EYE-try,2021.2.3,119.30590777686994,
left,0.75,1.0,0,0,0,0,0,0,0,0,0,1,8,18,5,,,,,,,,,,,,,,,3s,248.59452406316996,249.59615345019847,249.5871306359768,None,250.5879779169336,253.49615870416164,250.5879779169336,253.49615870416164,253.48743287520483,None,253.48743287520483,None,space,0.3278714888729155,253.48743287520483,None,2.9064,253.94404840283096,None,,,,,,,DEC024,001,2022_Dec_02_1638,2-25_cond_decay_EYE-try,2021.2.3,119.30590777686994,
right,1.0,0.75,0,0,0,0,0,0,0,0,0,1,9,19,8,,,,,,,,,,,,,,,3s,255.03738343389705,256.03780570207164,256.0292852250859,None,257.028976268135,257.7212264612317,257.028976268135,257.7212264612317,257.7212264612317,None,257.7212264612317,None,space,0.5336904949508607,257.7212264612317,None,0.6921,258.37948773801327,None,,,,,,,DEC024,001,2022_Dec_02_1638,2-25_cond_decay_EYE-try,2021.2.3,119.30590777686994,
,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEC024,001,2022_Dec_02_1638,2-25_cond_decay_EYE-try,2021.2.3,119.30590777686994,
left,0.75,1.0,0,0,0,0,0,1,0,1,0,0,0,0,2,,,,,,,,,259.2782311090268,None,259.2782311090268,None,259.2782311090268,None,5s,262.2299565798603,263.2298005851917,263.220781438984,None,264.22146956902,265.1124126701616,264.22146956902,265.1124126701616,265.1124126701616,None,265.1124126701616,None,space,0.4439784954302013,265.1124126701616,None,0.8921,265.6866512000561,None,,,,,,,DEC024,001,2022_Dec_02_1638,2-25_cond_decay_EYE-try,2021.2.3,119.30590777686994,
right,1.0,0.75,0,0,0,0,0,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,5s,266.77790494589135,267.77913319086656,267.7627999940887,None,268.76257894095033,273.0129777560942,268.76257894095033,273.0129777560942,273.0129777560942,None,273.0129777560942,None,space,0.3683812119998038,273.0129777560942,None,4.2466,273.51098613487557,None,,,,,,,DEC024,001,2022_Dec_02_1638,2-25_cond_decay_EYE-try,2021.2.3,119.30590777686994,
right,1.0,0.75,0,0,0,0,0,1,0,1,0,0,2,2,0,,,,,,,,,,,,,,,5s,274.594857850112,275.5965668312274,275.587263234891,None,276.58772457391024,277.42969857295975,276.58772457391024,277.42969857295975,277.42969857295975,None,277.42969857295975,None,space,0.7767365858890116,277.42969857295975,None,0.8428,278.3371025910601,None,,,,,,,DEC024,001,2022_Dec_02_1638,2-25_cond_decay_EYE-try,2021.2.3,119.30590777686994,
