attn_cue,left_ob,right_ob,congruent,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,welcome.started,welcome.stopped,text_2.started,text_2.stopped,init_key_resp.keys,init_key_resp.rt,init_key_resp.started,init_key_resp.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,text_5.started,text_5.stopped,block_num,texter.started,texter.stopped,cross.started,cross.stopped,left_star.started,left_star.stopped,right_star.started,right_star.stopped,left_2.started,left_2.stopped,right_2.started,right_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Rand Tim,text.started,text.stopped,end.started,end.stopped,text_6.started,text_6.stopped,text_7.started,text_7.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,431.53734950200305,None,431.53734950200305,None,space,1.598098739006673,431.53734950200305,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2022_Jul_06_1713,2-25_cond_decay_EYE-try,2021.2.3,163.60758921084565,
left,0.75,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,433.16187696800625,None,433.16187696800625,None,433.16187696800625,None,5s,436.9913069890026,437.99277191300644,437.9868186370004,None,438.9868211990106,441.3002782429976,438.9868211990106,441.3002782429976,441.2946368550038,None,441.2946368550038,None,space,0.5287608109938446,441.2946368550038,None,2.3036,441.973232393997,None,,,,,,,010,001,2022_Jul_06_1713,2-25_cond_decay_EYE-try,2021.2.3,163.60758921084565,
left,0.75,1.0,0,0,0,0,0,0,0,0,0,0,1,1,4,,,,,,,,,,,,,,,5s,443.02163781299896,444.02371904300526,444.0114773649984,None,445.0166364550096,446.16237023400026,445.0166364550096,446.16237023400026,446.1555825670075,None,446.1555825670075,None,space,0.49187488701136317,446.1555825670075,None,1.1385,446.7799914479983,None,,,,,,,010,001,2022_Jul_06_1713,2-25_cond_decay_EYE-try,2021.2.3,163.60758921084565,
right,1.0,0.75,0,0,0,0,0,0,0,0,0,0,2,2,8,,,,,,,,,,,,,,,5s,447.83487202700053,448.83503125699644,448.829176432002,None,449.8289109370089,450.57501699800196,449.8289109370089,450.57501699800196,450.57501699800196,None,450.57501699800196,None,space,0.43236437599989586,450.57501699800196,None,0.7448,451.1426548270101,None,,,,,,,010,001,2022_Jul_06_1713,2-25_cond_decay_EYE-try,2021.2.3,163.60758921084565,
right,0.75,1.0,1,0,0,0,0,0,0,0,0,0,3,3,1,,,,,,,,,,,,,,,5s,452.19911347200105,453.19847384300374,453.1925002640055,None,454.19264763400133,456.325870864006,454.19264763400133,456.325870864006,456.325870864006,None,456.325870864006,None,space,0.6415187810052885,456.325870864006,None,2.1301,457.0955146680062,None,,,,,,,010,001,2022_Jul_06_1713,2-25_cond_decay_EYE-try,2021.2.3,163.60758921084565,
right,1.0,0.75,0,0,0,0,0,0,0,0,0,0,4,4,5,,,,,,,,,,,,,,,5s,458.1490389440005,459.15019214100903,459.14435858700017,None,460.14440282700525,462.40909267999814,460.14440282700525,462.40909267999814,462.4034617639991,None,462.4034617639991,None,space,0.5320071509922855,462.4034617639991,None,2.2578,463.0642085700092,None,,,,,,,010,001,2022_Jul_06_1713,2-25_cond_decay_EYE-try,2021.2.3,163.60758921084565,
left,1.0,0.75,1,0,0,0,0,0,0,0,0,0,5,5,2,,,,,,,,,,,,,,,5s,464.12501009600237,465.1253942070034,465.1197128700005,None,466.12030751100974,467.8342726730043,466.12030751100974,467.8342726730043,467.82753136300016,None,467.82753136300016,None,None,,467.82753136300016,None,1.707,468.96099821401003,None,,,,,,,010,001,2022_Jul_06_1713,2-25_cond_decay_EYE-try,2021.2.3,163.60758921084565,
left,0.75,1.0,0,0,0,0,0,0,0,0,0,0,6,6,9,,,,,,,,,,,,,,,5s,469.9972628000105,470.9989260260045,470.9865252860036,None,471.9864137569966,476.4411199830065,471.9864137569966,476.4411199830065,476.4411199830065,None,476.4411199830065,None,space,0.7422809340059757,476.4411199830065,None,4.4543,477.3183869689965,None,,,,,,,010,001,2022_Jul_06_1713,2-25_cond_decay_EYE-try,2021.2.3,163.60758921084565,
left,0.75,1.0,0,0,0,0,0,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,5s,478.3666878130025,479.36850506500923,479.3615216909966,None,480.36252666200744,484.4338551740075,480.36252666200744,484.4338551740075,484.4270157209976,None,484.4270157209976,None,space,0.5643857240065699,484.4270157209976,None,4.0624,485.11916568799643,None,,,,,,,010,001,2022_Jul_06_1713,2-25_cond_decay_EYE-try,2021.2.3,163.60758921084565,
right,1.0,0.75,0,0,0,0,0,0,0,0,0,0,8,8,0,,,,,,,,,,,,,,,5s,486.1739023060072,487.1740861200087,487.1683252720104,None,488.1681920920091,489.5744903349987,488.1681920920091,489.5744903349987,489.56698247599707,None,489.56698247599707,None,space,0.5204184839967638,489.56698247599707,None,1.396,490.2166903199977,None,,,,,,,010,001,2022_Jul_06_1713,2-25_cond_decay_EYE-try,2021.2.3,163.60758921084565,
